ClubID,ClubName,Address,City,PostalCode,State,Country,Latitude,Longitude,Website,Email,Telephone,Continent
87,Tange Sø Golfklub,Tange Søvej 68,Rødkærsbro,8840,,Denmark,56.332539,9.564942,https://tangegolf.dk/,tangegolf@tangegolf.dk,86659420,Europe
996,TeeBox,Roholmsvej 8,Albertslund,2620,,Denmark,55.666834,12.360591,https://teebox.dk/,info@teebox.dk,53563988,Europe
188,The Scandinavian Golf Club,Oldvej 3,Farum,3520,,Denmark,55.838262,12.338827,https://thescandinavian.dk/en/,contact@thescandinavian.dk,48174020,Europe
173,Tollundgaard Golfklub,Tollundvej 3,Silkeborg,8600,,Denmark,56.153047,9.423555,https://tollundgaardgolf.dk/,info@tollundgaardgolf.dk,86851008,Europe
97,Trehøje Golfklub,Røddingvej 21A,Vildbjerg,7480,,Denmark,56.200451,8.685699,https://trehoje-golf.dk/,mail@trehoje-golf.dk,97131411,Europe
152,Trelleborg Golfklub,Oksebrovej 13,Slagelse,4200,,Denmark,55.426532,11.404573,https://trelleborggolf.dk/,post@trelleborggolf.dk,58505200,Europe
201,Tullamore Golf Club,Remmevej 36,Ikast,7430,,Denmark,56.12193,9.201292,www.ikastgolfklub.dk,info@ikasttullamoregolf.dk,97252009,Europe
88,Tønder Golf Klub,Tidsholmvej 6,Tønder,6270,,Denmark,54.945558,8.941379,tondergolfklub.dk,email@toendergolfklub.dk,74734313,Europe
151,Vallø Golfklub,Køgevej 87,Køge,4600,,Denmark,55.390315,12.251827,https://www.valloe-golf.dk/,info@valloe-golf.dk,23290004,Europe
82,Varde Golfklub,Gellerupvej 111B,Varde,6800,,Denmark,55.623101,8.509061,https://www.vardegolfklub.dk/,kontor@vardegolfklub.dk,75224944,Europe
100,Vejen Golfklub,Vigårdsvej 2,Vejen,6600,,Denmark,55.526501,9.120787,https://www.vejengolfklub.dk/,mail@vejengolfklub.dk,75368082,Europe
27,Vejle Golf Club,Ibækvej 46,Vejle,7100,,Denmark,55.676417,9.608961,https://vgc.dk/,info@vgc.dk,75858185,Europe
43,Vestfyns Golfklub,Krengerupvej 27,Glamsbjerg,5620,,Denmark,55.29398,10.112692,https://www.vestfynsgolfklub.dk/,info@vestfynsgolfklub.dk,63721920,Europe
39,Viborg Golfklub,Spangsbjerg Alle 50,Viborg,8800,,Denmark,56.437613,9.441178,https://www.viborggolfklub.dk/,mail@viborggolfklub.dk,86673010,Europe
159,Volstrup Golf Klub,Rosbjergvej 5,Hobro,9500,,Denmark,56.67984,9.707521,https://volstrupgolf.dk/,info@volstrupgolf.dk,98551844,Europe
163,Værebro Golfklub,Damstensvej 1,Stenløse,3660,,Denmark,55.760135,12.159469,https://vgk.dk/,info@vgk.dk,27521264,Europe
117,Værløse Golfklub,Christianshøjvej 22,Værløse,3500,,Denmark,55.790807,12.324562,https://vaerloese-golfklub.dk/,mail@vaerloese‑golfklub.dk,44472124,Europe
165,Ærø Golf Klub,Skjoldnæsvej 8,Søby Ærø,5985,,Denmark,54.969176,10.206986,https://www.aeroegolf.dk/,info@aeroegolf.dk,21458863,Europe
137,Øland Golfklub,Rolighed 5,Brovst,9460,,Denmark,57.06183,9.601965,https://www.oelandgolfklub.dk/,kontoret@oeland-golfklub.dk,98236623,Europe
99,Ørnehøj Golfklub,Gammel Lundegårde 70,Gistrup,9260,,Denmark,56.986567,9.966425,https://www.ornehojgolfklub.dk/,mail@gistrupgolf.dk,98314344,Europe
149,Aabenraa Golfklub,Sandskærvej 150,Aabenraa,6200,,Denmark,55.108472,9.496466,https://aabenraagolf.dk/,info@aabenraagolf.dk,74750750,Europe
108,Aabybro Golfklub,Skeelslundvej 3,Aabybro,9440,,Denmark,57.145054,9.754179,https://aabybrogolf.dk/,info@aabybrogolf.dk,96961400,Europe
2,Aalborg Golf Klub,Jægersprisvej 35,Aalborg,9000,,Denmark,57.02676,9.78295,https://aalborggolfklub.dk/,mail@aalborggolfklub.dk,98341476,Europe
6,Aarhus Golf Club,Ny Moesgårdvej 50,Højbjerg,8270,,Denmark,56.093571,10.218068,https://aarhusgolf.dk/,info@aarhusgolf.dk,86276322,Europe
73,Aarhus Aadal Golf Club,Brydehøjvej 35,Aarhus,8462,,Denmark,56.122089,10.013406,https://www.aadalgolf.dk/,aagc@aadalgolf.dk,86942677,Europe
156,Aars Golfklub,Tandrupvej 6,Aars,9600,,Denmark,56.820651,9.484867,https://www.aarsgolfklub.dk/,mail@aarsgolfklub.dk,96980700,Europe
107,Åskov Golfklub,Sandetvej 19,Sønder Felding,7280,,Denmark,55.931678,8.807806,https://www.aaskovgolfklub.dk/,sekretariat@aaskov-golfklub.dk,28879107,Europe
